from,to,value
MeV.Fib.0,MeV.Endothelial.1,9
MeV.FibLaminin.0,Imm.M0Like.0,8
MeV.FibLaminin.0,MeV.Endothelial.1,7
MeV.FibLaminin.0,MeV.FibUnknown.6,9
MeV.ImmuneDoublets.0,Neu.Epend.0,25
MeV.Pericytes.0,MeV.VLMC.0,5
MeV.SMC.0,Neu.Epend.0,1
Neu.CSFcN.0,Imm.Proliferative.0,2
Imm.Interferon.0,MeV.FibUnknown.6,5
Imm.M0Like.0,MeV.Pericytes.0,6
MeV.Endothelial.1,Imm.Proliferative.0,1
MeV.Endothelial.1,MeV.Endothelial.3,3
MeV.Endothelial.1,MeV.Epithelial.0,4
MeV.Endothelial.1,MeV.Pericytes.0,4
MeV.Endothelial.2,MeV.Endothelial.1,1
MeV.Endothelial.2,Neu.CSFcN.0,3
MeV.Pericytes.0,MeV.Endothelial.1,8
Neu.Epend.0,MeV.Fib.1,1
Neu.Epend.0,MeV.FibCollagen.3,8
MeV.EndoUnknow.4,MeV.Fib.1,1
MeV.EndoUnknow.4,MeV.FibCollagen.0,1
MeV.EndoUnknow.4,MeV.FibCollagen.1,2
MeV.EndoUnknow.4,MeV.FibLaminin.0,2
MeV.EndoUnknow.4,MeV.FibProlif.0,1
MeV.EndoUnknow.4,MeV.SMC.0,2
MeV.Endothelial.0,MeV.LowQuality.0,1
MeV.Endothelial.1,MeV.Endothelial.0,2
MeV.Endothelial.1,MeV.FibCollagen.0,2
MeV.Endothelial.1,MeV.FibUnknown.6,5
MeV.Endothelial.1,MeV.LowQuality.0,3
MeV.Endothelial.1,MeV.VLMC.1,2
MeV.Endothelial.2,MeV.LowQuality.0,1
Imm.M0Like.1,Imm.Interferon.0,4
Imm.DAM.0,Imm.MHCII.0,1
Imm.DAM.1,Imm.MHCII.0,1
Imm.M0Like.0,Imm.M0Like.0,4
Imm.M0Like.0,Imm.M0Like.2,2
Imm.M0Like.1,Imm.M0Like.1,3
Imm.M0Like.1,Imm.Proliferative.0,2
Imm.M0Like.2,Imm.M0Like.0,5
Imm.MHCII.0,Imm.DAM.0,2
Imm.MHCII.0,Imm.MHCII.0,2
Imm.MHCII.0,Imm.Proliferative.0,2
Imm.MHCII.0,MeV.ImmuneDoublets.0,3
Imm.PVM.0,Imm.MHCII.0,1
Imm.PVM.0,Imm.Proliferative.0,1
Imm.PVM.0,MeV.ImmuneDoublets.0,1
MeV.ImmuneDoublets.0,MeV.ImmuneDoublets.0,2
Imm.Interferon.0,Imm.DAM.0,1
Imm.Interferon.0,Imm.DAM.1,1
Imm.Interferon.0,Imm.Interferon.0,1
Imm.Interferon.0,Imm.MHCII.0,1
Imm.Interferon.0,Imm.Proliferative.0,1
Imm.M0Like.0,MeV.Endothelial.3,3
Imm.M0Like.0,MeV.VLMC.1,3
Imm.M0Like.2,MeV.Endothelial.3,2
Imm.M0Like.2,MeV.FibCollagen.3,5
Imm.M0Like.2,MeV.VLMC.1,6
Imm.M0Like.2,Neu.CSFcN.0,6
Imm.PVM.0,MeV.FibCollagen.3,1
Imm.PVM.0,MeV.FibProlif.0,1
Imm.Proliferative.0,Imm.DAM.0,2
Imm.Proliferative.0,Imm.DAM.1,1
Imm.Proliferative.0,Neu.CSFcN.0,2
Imm.Proliferative.0,Imm.Proliferative.0,1
Imm.Proliferative.0,MeV.FibCollagen.2,1
MeV.SMC.0,Imm.PVM.0,1
MeV.SMC.0,MeV.EndoUnknow.4,3
Imm.M0Like.1,MeV.Fib.5,1
Imm.M0Like.2,MeV.Epithelial.0,5
Imm.M0Like.2,MeV.Fib.1,3
Imm.M0Like.2,MeV.Fib.2,8
Imm.M0Like.2,MeV.FibCollagen.0,4
Imm.MHCII.0,MeV.Endothelial.0,4
Imm.MHCII.0,MeV.Fib.1,3
Imm.MHCII.0,MeV.Fib.2,1
Imm.MHCII.0,MeV.Fib.5,1
Imm.MHCII.0,MeV.FibCollagen.0,2
Imm.MHCII.0,MeV.FibCollagen.2,3
Imm.MHCII.0,MeV.FibCollagen.3,2
Imm.MHCII.0,MeV.FibProlif.0,1
Imm.M0Like.2,MeV.VLMC.0,3
Imm.MHCII.0,MeV.VLMC.0,4
Imm.MHCII.0,MeV.VLMC.1,2
MeV.Pericytes.0,MeV.FibCollagen.2,4
MeV.Endothelial.0,MeV.Endothelial.0,1
MeV.Endothelial.0,MeV.Endothelial.3,1
MeV.Endothelial.2,MeV.Fib.2,3
MeV.Fib.2,MeV.Fib.2,4
Neu.Epend.0,MeV.Fib.2,7
MeV.Endothelial.2,Imm.Interferon.0,1
MeV.Endothelial.2,MeV.Fib.0,1
MeV.FibCollagen.0,MeV.Fib.0,8
MeV.FibCollagen.1,Imm.Interferon.0,3
MeV.FibProlif.0,MeV.EndoUnknow.4,5
MeV.FibProlif.0,MeV.Fib.3,3
MeV.ImmuneDoublets.0,MeV.FibCollagen.1,1
Imm.Interferon.0,MeV.LowQuality.0,3
Imm.M0Like.2,MeV.FibCollagen.1,4
Imm.PVM.0,MeV.FibCollagen.1,2
Imm.PVM.0,MeV.FibUnknown.6,7
Neu.Epend.0,MeV.Fib.0,8
Neu.Epend.0,MeV.Fib.3,8
Imm.M0Like.0,MeV.Endothelial.0,2
Imm.Proliferative.0,Neu.Epend.0,1
MeV.SMC.0,MeV.FibLaminin.0,1
MeV.FibCollagen.1,Imm.M0Like.0,4
MeV.FibCollagen.1,Imm.M0Like.1,1
MeV.FibCollagen.1,Imm.M0Like.2,3
MeV.FibCollagen.1,MeV.FibLaminin.0,4
Imm.M0Like.1,MeV.Endothelial.1,5
Imm.M0Like.2,MeV.Endothelial.1,5
Imm.M0Like.2,Neu.Epend.0,7
MeV.SMC.0,MeV.FibUnknown.6,1
Neu.Epend.0,MeV.Epithelial.0,3
Imm.M0Like.0,MeV.SMC.0,8
MeV.Pericytes.0,MeV.SMC.0,7
Neu.Epend.0,MeV.FibLaminin.0,6
Imm.M0Like.2,MeV.SMC.0,6
Imm.PVM.0,MeV.FibCollagen.0,1
Neu.Epend.0,MeV.SMC.0,6
Imm.M0Like.0,Neu.Epend.0,6
Neu.CSFcN.0,Neu.Epend.0,7
Neu.Epend.0,Imm.M0Like.0,2
MeV.Fib.1,MeV.LowQuality.0,2
Imm.DAM.0,MeV.VLMC.0,3
Imm.Interferon.0,MeV.VLMC.0,4
Imm.M0Like.0,MeV.Endothelial.1,4
MeV.Fib.2,MeV.Endothelial.0,2
MeV.Fib.2,MeV.VLMC.0,3
MeV.FibUnknown.6,MeV.Endothelial.1,10
MeV.Pericytes.0,MeV.Endothelial.0,2
Neu.CSFcN.0,MeV.Endothelial.1,4
Neu.Epend.0,MeV.Endothelial.1,4
Neu.Epend.0,MeV.FibCollagen.0,5
Neu.Epend.0,MeV.Pericytes.0,4
Imm.M0Like.0,MeV.FibCollagen.0,2
Imm.M0Like.1,MeV.SMC.0,3
MeV.SMC.0,MeV.Endothelial.2,1
MeV.SMC.0,MeV.VLMC.0,1
MeV.FibCollagen.0,MeV.VLMC.0,3
MeV.FibCollagen.0,MeV.Endothelial.0,2
MeV.FibProlif.0,MeV.LowQuality.0,2
Imm.PVM.0,MeV.Fib.3,4
Imm.PVM.0,MeV.Fib.0,1
MeV.FibCollagen.0,MeV.LowQuality.0,1
MeV.FibCollagen.0,Imm.M0Like.0,1
Neu.Epend.0,MeV.Endothelial.0,1
Neu.Epend.0,MeV.Endothelial.2,1
Neu.Epend.0,MeV.VLMC.1,1
