from,to,value
MeV.Fib.1,Imm.MHCII.0,12
MeV.Fib.1,Imm.Interferon.0,13
MeV.Fib.1,MeV.ImmuneDoublets.0,24
MeV.Fib.1,Imm.PVM.0,20
MeV.Fib.1,Imm.DAM.1,19
MeV.Fib.1,Imm.Proliferative.0,9
MeV.Fib.1,Neu.CSFcN.0,65
MeV.Fib.1,Neu.Epend.0,45
MeV.Fib.1,MeV.Epithelial.0,46
MeV.Fib.1,MeV.Pericytes.0,32
MeV.Fib.1,MeV.Endothelial.0,25
MeV.Fib.1,MeV.SMC.0,30
MeV.Fib.1,MeV.FibCollagen.1,38
MeV.Fib.1,MeV.Fib.5,25
MeV.Fib.1,MeV.Fib.4,31
MeV.Fib.1,MeV.FibProlif.0,30
MeV.Fib.1,MeV.Endothelial.3,30
MeV.Fib.1,MeV.FibCollagen.2,39
MeV.Fib.1,MeV.VLMC.1,54
MeV.Fib.1,MeV.FibLaminin.0,37
MeV.Fib.1,MeV.VLMC.0,41
MeV.Fib.1,MeV.Fib.3,25
MeV.Fib.1,MeV.FibUnknown.6,19
MeV.Fib.1,MeV.LowQuality.0,20
MeV.Fib.1,Imm.M0Like.0,23
MeV.Fib.1,MeV.Endothelial.1,21
MeV.Fib.1,MeV.Fib.2,27
MeV.Fib.1,MeV.FibCollagen.0,40
MeV.Fib.1,MeV.Fib.0,24
MeV.Fib.1,MeV.Fib.1,21
MeV.Fib.1,MeV.Endothelial.2,20
MeV.Fib.1,MeV.FibCollagen.3,47
MeV.Endothelial.2,Imm.M0Like.1,14
MeV.Endothelial.2,Imm.M0Like.2,18
MeV.Endothelial.2,Imm.DAM.0,16
MeV.Endothelial.2,Imm.MHCII.0,14
MeV.Endothelial.2,Imm.Interferon.0,14
MeV.Endothelial.2,MeV.ImmuneDoublets.0,14
MeV.Endothelial.2,Imm.PVM.0,16
MeV.Endothelial.2,Imm.DAM.1,17
MeV.Endothelial.2,Imm.Proliferative.0,7
MeV.Endothelial.2,Neu.CSFcN.0,38
MeV.Endothelial.2,Neu.Epend.0,34
MeV.Endothelial.2,MeV.Epithelial.0,18
MeV.Endothelial.2,MeV.Pericytes.0,22
MeV.Endothelial.2,MeV.Endothelial.0,14
MeV.Endothelial.2,MeV.SMC.0,9
MeV.Endothelial.2,MeV.FibCollagen.1,17
MeV.Endothelial.2,MeV.Fib.5,19
MeV.Endothelial.2,MeV.Fib.4,23
MeV.Endothelial.2,MeV.FibProlif.0,14
MeV.Endothelial.2,MeV.Endothelial.3,19
MeV.Endothelial.2,MeV.FibCollagen.2,16
MeV.Endothelial.2,MeV.VLMC.1,17
MeV.Endothelial.2,MeV.FibLaminin.0,17
MeV.Endothelial.2,MeV.VLMC.0,18
MeV.Endothelial.2,MeV.Fib.3,18
MeV.Endothelial.2,MeV.FibUnknown.6,24
MeV.Endothelial.2,MeV.LowQuality.0,19
MeV.Endothelial.2,Imm.M0Like.0,19
MeV.Endothelial.2,MeV.Endothelial.1,20
MeV.Endothelial.2,MeV.Fib.2,22
MeV.Endothelial.2,MeV.FibCollagen.0,18
MeV.Endothelial.2,MeV.Fib.0,21
MeV.Endothelial.2,MeV.Fib.1,20
MeV.Endothelial.2,MeV.Endothelial.2,6
MeV.Endothelial.2,MeV.FibCollagen.3,25
MeV.FibCollagen.3,Imm.M0Like.1,10
MeV.FibCollagen.3,Imm.M0Like.2,15
MeV.FibCollagen.3,Imm.DAM.0,11
MeV.FibCollagen.3,Imm.MHCII.0,6
MeV.FibCollagen.3,Imm.Interferon.0,11
MeV.FibCollagen.3,MeV.ImmuneDoublets.0,24
MeV.FibCollagen.3,Imm.PVM.0,15
MeV.FibCollagen.3,Imm.DAM.1,13
MeV.FibCollagen.3,Imm.Proliferative.0,5
MeV.FibCollagen.3,Neu.CSFcN.0,66
MeV.FibCollagen.3,Neu.Epend.0,49
MeV.FibCollagen.3,MeV.Epithelial.0,46
MeV.FibCollagen.3,MeV.Pericytes.0,40
MeV.FibCollagen.3,MeV.Endothelial.0,26
MeV.FibCollagen.3,MeV.SMC.0,34
MeV.FibCollagen.3,MeV.FibCollagen.1,43
MeV.FibCollagen.3,MeV.Fib.5,33
MeV.FibCollagen.3,MeV.Fib.4,38
MeV.FibCollagen.3,MeV.FibProlif.0,34
MeV.FibCollagen.3,MeV.Endothelial.3,32
MeV.FibCollagen.3,MeV.FibCollagen.2,32
MeV.FibCollagen.3,MeV.VLMC.1,57
MeV.FibCollagen.3,MeV.FibLaminin.0,42
MeV.FibCollagen.3,MeV.VLMC.0,48
MeV.FibCollagen.3,MeV.Fib.3,33
MeV.FibCollagen.3,MeV.FibUnknown.6,27
MeV.FibCollagen.3,MeV.LowQuality.0,27
MeV.FibCollagen.3,Imm.M0Like.0,26
MeV.FibCollagen.3,MeV.Endothelial.1,20
MeV.FibCollagen.3,MeV.Fib.2,32
MeV.FibCollagen.3,MeV.FibCollagen.0,41
MeV.FibCollagen.3,MeV.Fib.0,30
MeV.FibCollagen.3,MeV.Fib.1,47
MeV.FibCollagen.3,MeV.Endothelial.2,25
MeV.FibCollagen.3,MeV.FibCollagen.3,27
